Anime_Id,Anime_Title,Anime_Synopsis,Anime_Genre
8074,Highschool of the Dead,"It happened suddenly: The dead began to rise and Japan was thrown into total chaos. As these monsters begin terrorizing a high school, Takashi Kimuro is forced to kill his best friend when he gets bitten and joins the ranks of the walking dead. Vowing to protect Rei Miyamoto, the girlfriend of the man he just executed, they narrowly escape their death trap of a school, only to be greeted with a society that has already fallen. 
 
Soon, Takashi and Rei band together with other students on a journey to find their family members and uncover what caused this overwhelming pandemic. Joining them is Saeko Busujima, the beautiful president of the Kendo Club; Kouta Hirano, an otaku with a fetish for firearms; Saya Takagi, the daughter of an influential politician; and Shizuka Marikawa, their hot school nurse. But will the combined strength of these individuals be enough to conquer this undead apocalypse? 
 
[Written by MAL Rewrite]","Action, Horror, Supernatural, Ecchi, Shounen"
34866,Yu☆Gi☆Oh! VRAINS,"In the city of Den City, thousands of duelists take part in a virtual reality space known as Link Vrains, where users can create unique avatars and participate in games of Duel Monsters with each other. As a mysterious hacker organisation known as the Knights of Hanoi threaten this world, a high-school student named Yusaku Fujiki battles against them under the guise of Playmaker.  
 
One day, Yusaku encounters a peculiar artificial intelligence program, which he names Ai, who sets off a digital maelstrom in Link Vrains known as the Data Storm. As the appearance of this storm gives birth to Speed Duels, in which duelists surf the wind as they duel, Yusaku battles against Hanoi in order to uncover the truth concerning an incident that happened to him years ago. 
 
(Source: ASCII.jp)","Action, Game, Sci-Fi, Fantasy, Shounen"
6324,Omamori Himari,"After the death of his parents, Yuuto Amakawa lives a pretty ordinary life in the city. The only problem he has to worry about while attending school alongside Rinko, his next-door neighbor, is his cat allergies. That all changes on his sixteenth birthday, when an Ayakashi—a supernatural creature—attacks him for the sins of his ancestors. Luckily, he is saved by Himari, a mysterious cat-woman with a sword, who explains that Yuuto is the scion of a family of demon-slayers, and she is there to protect him now that the charm that kept him hidden from the supernatural forces of the world has lost its power. 
 
 Omamori Himari  chronicles Yuuto's dealings with the various forces of the supernatural world, as well as the growing number of women that show up on his doorstep, each with their own dark desires. Will Yuuto be able to adjust to his new ""exciting"" environment? Or will the ghost of his (ancestor's) past catch up with him?","Action, Harem, Comedy, Demons, Supernatural, Romance, Ecchi, Fantasy"
34844,Ponkotsu Quest x Gatchaman Special,"A collaboration promotion between the  Ponkotsu Quest  anime and the 2013  Gatchaman  live action film's release on DVD/BD March 5, 2014. ","Comedy, Parody, Fantasy"
4196,Ikkitousen: Great Guardians,"Hakufu's dreams of participating in new fights and tournaments are put on hold as new obstacles block her path. Her friends have lost faith in her, new enemies appear, and a younger sister she never knew existed suddenly shows up on her doorstep. If Hakufu ever hopes to compete worldwide, she's going to have to deal with her issues at home first.  
 
(Source: FUNimation) ","Action, Ecchi, Martial Arts, School, Super Power"
2891,Iblard Jikan,"Much like looking through a window, Iblard Jikan explores the fantastic and beautiful world of Iblard by panning through art created by Naohisa Inoue. Iblard shows itself to be nothing short of amazing and will wash serenity over your mind. 
 
(Source: ANN) ",Fantasy
40288,Seven Nation Army feat. Chara,"Music video directed by Shashamin and Rimo from mocrock for the cover of The White Stripes'  Seven Nation Army  by AFRA & INCREDIBLE BEATBOX BAND, featuring Chara. The song was featured on their album ""WORLD CLASS"".",Music
16678,Pokemon: Pikachu to Eievui Friends,"The 25th Pikachu short, set to premiere alongside the 16th movie of the Pokemon franchise, ""Pokemon Best Wishes! Season 2: Shinsoku no Genosect"".","Adventure, Comedy, Fantasy, Kids"
5475,Time Bokan 2000: Kaitou Kiramekiman,More Time Bokan adventures.,"Action, Adventure, Comedy, Mecha, Sci-Fi"
39205,Oshamani,"Fashionable, hipster, and ironic--these gruff voiced kawaii characters star in a new web anime from Kamio Japan.",Kids
3061,Kishin Heidan,"October 1941, as the second World War threatens to destroy the civilized world, an unforeseen complication suddenly occurs. An alien invasion! Despite the sudden appearance of these extraterrestrial aggressors, the Axis and Allies continue their destructive conflict. Only the Kishin Corps and their giant Geo-Armor Robots (a.k.a.: Kishin), developed from a captured alien robot soldier, stand between the Earth and total annihilation! 
 
A teenager, named Taishi, suddenly finds himself at the center of a struggle over a mysterious black attaché case entrusted to him by his father, Professor Tokamura. The case contains the controlling mechanism for one of the giant Geo-Armor Robots, and the Japanese Kanto Army, the alien invaders, and the Kishin Corps all want to recover the device! Between the spies, the armies, the aliens, and the Giant Robots, Taishi is in for an epic adventure—if he can survive it! 
 
(Source: AnimeNfo)","Adventure, Mecha, Historical, Sci-Fi"
38048,Oshiete♡Namie-sensei!,"In order to promote industry that was lost in the Fukushima disaster, the prefecture is improving the robotics test field with the aim of obtaining the next generation of workers in a ""robot related industry.""  
 
These two episodes are aimed at elementary schoolers and talk about drones as well as the robotics campus.",School
33926,Quanzhi Gaoshou,"Widely regarded as a trailblazer and top-tier professional player in the online multiplayer game Glory, Ye Xiu is dubbed the ""Battle God"" for his skills and contributions to the game over the years. However, when forced to retire from the team and to leave his gaming career behind, he finds work at a nearby internet café. There, when Glory launches its tenth server, he throws himself into the game once more using a new character named ""Lord Grim."" 
 
Ye Xiu's early achievements on the new server immediately catch the attention of many players, as well as the big guilds, leaving them to wonder about the identity of this exceptional player. However, while he possesses ten years of experience and in-depth knowledge, starting afresh with neither sponsors nor a team in a game that has changed over the years presents numerous challenges. Along with talented new comrades, Ye Xiu once again dedicates himself to traversing the path to Glory's summit! 
 
[Written by MAL Rewrite]","Action, Game"
1832,Meiou Project Zeorymer,"A young man named Akitsu Masato is captured by a secret govt. project known as ""Last Guardian"". He is told that his life as a normal student was all a lie, and that his real destiny is to be the pilot of a great robot called ""Zeorymer of the Heavens"". The truth of this is hammered in when Masato sees his parents accept payment for raising him. The Last Guardian is preparing for the resurrection of ""Hau Dragon"", an organization bent on world conquest. 15 years ago, Hau Dragon built 8 great robots. Each of the mecha represents a force of nature. However, before any of the robots could be used, their creater Kihara Masaki destroyed the robots except for the leader: Zeorymer. He took Zeorymer and an embryo to the government. The embryo became the boy Masato. Now, Hau Dragon has rebuilt the other 7 mecha and wants the 8th. It will be up to Masato and Himuro to pilot Zeorymer and fight against the Hau Dragon, but neither Masato or Himuro are all that they seem.  
 
(Source: AniDB) ","Action, Sci-Fi, Psychological, Drama, Mecha"
6978,Kyoufu Densetsu Kaiki! Frankenstein,"Airing on TV Asahi in 1981, with a running time of 111 minutes, Frankenstein is a reasonably standard retelling of the classic book by Mary Shelley. In a foreboding castle scientist Dr. Victor Frankenstein performs a hideous experiment which he hopes will bring the dead back to life. With the help of his assistant he is successful in reanimating a man recreated from parts gathered from corpses but the creature is unpredictable and horrifying. The doctor flees back to his home in Switzerland leaving his assistant in charge of destroying the monster. But Dr. Frankenstein soon finds that he cannot hide from his shameful secret forever as mysterious murders are committed around him forcing him to question if his creation really is dead and gone... ","Sci-Fi, Horror, Drama"
